dataset,gloss,video,path,left_valid_ratio,right_valid_ratio,left_motion_magnitude,right_motion_magnitude,left_trajectory_length,right_trajectory_length,left_motion_std,right_motion_std,activity_type
ASL,feed,21417.npz,dataset\ASL\feed\21417.npz,0.5806451612903226,0.5806451612903226,0.017572669312357903,0.019495733082294464,0.6150434017181396,0.6823506355285645,0.012380859814584255,0.011774272657930851,two_hand
ASL,feedback,21395.npz,dataset\ASL\feedback\21395.npz,0.71875,0.71875,0.00607562530785799,0.006815589033067226,0.41314253211021423,0.4634600579738617,0.006048743147403002,0.005681258160620928,two_hand
ASL,feedback,21397.npz,dataset\ASL\feedback\21397.npz,0.8666666666666667,0.8666666666666667,0.02311910130083561,0.018559833988547325,1.1790741682052612,0.946551501750946,0.031439509242773056,0.023912938311696053,two_hand
ASL,feedback,21398.npz,dataset\ASL\feedback\21398.npz,0.6666666666666666,0.6666666666666666,0.0051660300232470036,0.004581865854561329,0.20147517323493958,0.1786927729845047,0.007819331251084805,0.007094631437212229,two_hand
ASL,feedback,21399.npz,dataset\ASL\feedback\21399.npz,0.6666666666666666,0.6666666666666666,0.012160002253949642,0.008988063782453537,0.47424009442329407,0.35053449869155884,0.015998905524611473,0.010136916302144527,two_hand
ASL,feedback,21405.npz,dataset\ASL\feedback\21405.npz,0.703125,0.703125,0.01195704098790884,0.015344732441008091,0.5261098146438599,0.6751682162284851,0.012334922328591347,0.009887425228953362,two_hand
ASL,feedback,65695.npz,dataset\ASL\feedback\65695.npz,0.55,0.55,0.011682169511914253,0.011554611846804619,0.3738294243812561,0.3697475790977478,0.01666378229856491,0.01483533252030611,two_hand
ASL,feel,21432.npz,dataset\ASL\feel\21432.npz,0.7073170731707317,0.7073170731707317,0.00780863594263792,0.007119194138795137,0.44509226083755493,0.40579405426979065,0.008246630430221558,0.007587484084069729,two_hand
ASL,feel,21433.npz,dataset\ASL\feel\21433.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,feel,21434.npz,dataset\ASL\feel\21434.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,feel,21436.npz,dataset\ASL\feel\21436.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,feel,21442.npz,dataset\ASL\feel\21442.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,feel,65696.npz,dataset\ASL\feel\65696.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,feel,69319.npz,dataset\ASL\feel\69319.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fence,21487.npz,dataset\ASL\fence\21487.npz,0.6417910447761194,0.6417910447761194,0.009345349855720997,0.009865822270512581,0.3925046920776367,0.4143645465373993,0.008961545303463936,0.00949789583683014,two_hand
ASL,fence,21488.npz,dataset\ASL\fence\21488.npz,0.7313432835820896,0.7313432835820896,0.009767452254891396,0.011489421129226685,0.468837708234787,0.5514922142028809,0.009939155541360378,0.009513002820312977,two_hand
ASL,fence,21489.npz,dataset\ASL\fence\21489.npz,0.65625,0.65625,0.011342843063175678,0.01023402065038681,0.46505656838417053,0.4195948541164398,0.03891230374574661,0.02720293402671814,two_hand
ASL,fence,21491.npz,dataset\ASL\fence\21491.npz,1.0,1.0,0.006495086941868067,0.006959230173379183,0.38321012258529663,0.4105945825576782,0.010911965742707253,0.012404280714690685,two_hand
ASL,fence,21496.npz,dataset\ASL\fence\21496.npz,0.5873015873015873,0.5873015873015873,0.005945439916104078,0.007797756232321262,0.21403583884239197,0.28071922063827515,0.0056955632753670216,0.006201301701366901,two_hand
ASL,fence,65699.npz,dataset\ASL\fence\65699.npz,0.6166666666666667,0.6166666666666667,0.01429128646850586,0.012880339287221432,0.5144863128662109,0.46369221806526184,0.0323173925280571,0.02619215101003647,two_hand
ASL,festival,21524.npz,dataset\ASL\festival\21524.npz,0.7702702702702703,0.7702702702702703,0.011515215039253235,0.011194395832717419,0.6448520421981812,0.6268861889839172,0.01314559206366539,0.011042098514735699,two_hand
ASL,festival,21525.npz,dataset\ASL\festival\21525.npz,0.7435897435897436,0.7435897435897436,0.014177132397890091,0.014899875037372112,0.8080965280532837,0.8492928743362427,0.011330462992191315,0.01099949236959219,two_hand
ASL,festival,21527.npz,dataset\ASL\festival\21527.npz,1.0,1.0,0.0035721296444535255,0.0055902739986777306,0.21075564622879028,0.3298261761665344,0.0023182756267488003,0.0032714619301259518,two_hand
ASL,festival,21529.npz,dataset\ASL\festival\21529.npz,0.6842105263157895,0.6842105263157895,0.007336670067161322,0.009991233237087727,0.374170184135437,0.5095528960227966,0.01009787991642952,0.009890456683933735,two_hand
ASL,few,21551.npz,dataset\ASL\few\21551.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,few,21552.npz,dataset\ASL\few\21552.npz,0.6666666666666666,0.6666666666666666,0.007423987612128258,0.008991592563688755,0.2895355224609375,0.3506720960140228,0.007009402383118868,0.009526574984192848,two_hand
ASL,few,21554.npz,dataset\ASL\few\21554.npz,0.38461538461538464,0.38461538461538464,0.007555434014648199,0.007141459733247757,0.18133041262626648,0.17139503359794617,0.005498649086803198,0.005013159476220608,two_hand
ASL,few,21557.npz,dataset\ASL\few\21557.npz,0.5,0.5,0.005310500040650368,0.007639932446181774,0.15400449931621552,0.22155803442001343,0.005502715706825256,0.008182275108993053,two_hand
ASL,few,21563.npz,dataset\ASL\few\21563.npz,0.55,0.55,0.007282995618879795,0.01221314538270235,0.23305585980415344,0.3908206522464752,0.005901964381337166,0.01273941807448864,two_hand
ASL,fight,21694.npz,dataset\ASL\fight\21694.npz,0.581081081081081,0.581081081081081,0.015245822258293629,0.016578208655118942,0.6403245329856873,0.6962847709655762,0.015241843648254871,0.017362920567393303,two_hand
ASL,fight,21695.npz,dataset\ASL\fight\21695.npz,0.7166666666666667,0.7166666666666667,0.014692701399326324,0.017370006069540977,0.6170934438705444,0.7295402884483337,0.020637698471546173,0.018740054219961166,two_hand
ASL,fight,21697.npz,dataset\ASL\fight\21697.npz,0.7611940298507462,0.7611940298507462,0.018403084948658943,0.01400875486433506,0.9201542139053345,0.7004377245903015,0.0294739231467247,0.022107217460870743,two_hand
ASL,fight,21704.npz,dataset\ASL\fight\21704.npz,0.9333333333333333,0.9333333333333333,0.006302008870989084,0.006327837705612183,0.34661048650741577,0.34803107380867004,0.008272290229797363,0.0066750543192029,two_hand
ASL,fight,21706.npz,dataset\ASL\fight\21706.npz,1.0,1.0,0.00450136000290513,0.00518533680588007,0.2655802369117737,0.305934876203537,0.007921367883682251,0.006084919441491365,two_hand
ASL,fight,21710.npz,dataset\ASL\fight\21710.npz,0.6349206349206349,0.6349206349206349,0.013244984671473503,0.014706513844430447,0.5165544152259827,0.5735540390014648,0.008456528186798096,0.009033728390932083,two_hand
ASL,fight,65711.npz,dataset\ASL\fight\65711.npz,0.55,0.55,0.013449267484247684,0.011825351044535637,0.4303765594959259,0.3784112334251404,0.016414523124694824,0.013827444985508919,two_hand
ASL,final,21820.npz,dataset\ASL\final\21820.npz,0.6129032258064516,0.6129032258064516,0.004763266071677208,0.006487583741545677,0.17624084651470184,0.2400406002998352,0.005206306464970112,0.008365621790289879,two_hand
ASL,final,21821.npz,dataset\ASL\final\21821.npz,0.8,0.8,0.007825636304914951,0.007308025844395161,0.3678049147129059,0.3434772193431854,0.009237073361873627,0.011848029680550098,two_hand
ASL,final,21822.npz,dataset\ASL\final\21822.npz,0.7142857142857143,0.7142857142857143,0.007280244026333094,0.0070745195262134075,0.35673195123672485,0.34665146470069885,0.00882440060377121,0.006785382982343435,two_hand
ASL,final,21824.npz,dataset\ASL\final\21824.npz,1.0,1.0,0.0007088282727636397,0.0011493760393932462,0.041820868849754333,0.06781318783760071,0.0011459891684353352,0.0014764892403036356,low_hand_activity
ASL,final,21826.npz,dataset\ASL\final\21826.npz,0.6451612903225806,0.6451612903225806,0.004160283599048853,0.006087377201765776,0.1622510552406311,0.23740771412849426,0.00457064900547266,0.005113782361149788,two_hand
ASL,finally,21829.npz,dataset\ASL\finally\21829.npz,0.7787610619469026,0.7787610619469026,0.005874163005501032,0.006306449417024851,0.5110521912574768,0.5486611127853394,0.007362015545368195,0.007591571193188429,two_hand
ASL,finally,21830.npz,dataset\ASL\finally\21830.npz,0.8666666666666667,0.8666666666666667,0.01139022409915924,0.017144817858934402,0.5809014439582825,0.8743857145309448,0.016538091003894806,0.020172977820038795,two_hand
ASL,finally,21831.npz,dataset\ASL\finally\21831.npz,0.6,0.6,0.009515334852039814,0.011903841979801655,0.33303672075271606,0.4166344702243805,0.014770765788853168,0.01760125905275345,two_hand
ASL,finally,21832.npz,dataset\ASL\finally\21832.npz,0.5666666666666667,0.5666666666666667,0.013423855416476727,0.011606146581470966,0.44298723340034485,0.3830028474330902,0.02103162184357643,0.014800282195210457,two_hand
ASL,finally,21833.npz,dataset\ASL\finally\21833.npz,0.6714285714285714,0.6714285714285714,0.01695098914206028,0.014237760566174984,0.7797455191612244,0.6549369692802429,0.018949955701828003,0.01436532661318779,two_hand
ASL,finally,21835.npz,dataset\ASL\finally\21835.npz,0.9666666666666667,0.9666666666666667,0.0019039909821003675,0.003309275023639202,0.10852748900651932,0.1886286735534668,0.004527518525719643,0.00642465939745307,right_one_hand
ASL,finally,21836.npz,dataset\ASL\finally\21836.npz,0.7101449275362319,0.7101449275362319,0.007379211485385895,0.012152481824159622,0.35420215129852295,0.5833191275596619,0.012682697735726833,0.013586814515292645,two_hand
ASL,finance,21838.npz,dataset\ASL\finance\21838.npz,0.6133333333333333,0.6133333333333333,0.0055603585205972195,0.01076274923980236,0.25021612644195557,0.4843237102031708,0.007723215036094189,0.010820701718330383,two_hand
ASL,finance,21839.npz,dataset\ASL\finance\21839.npz,0.6666666666666666,0.6666666666666666,0.01942094787955284,0.01926443539559841,0.7574169635772705,0.7513129711151123,0.031346824020147324,0.02878318354487419,two_hand
ASL,finance,21841.npz,dataset\ASL\finance\21841.npz,1.0,1.0,0.004135109484195709,0.007780246902257204,0.24397145211696625,0.4590345621109009,0.0044001927599310875,0.007093221880495548,two_hand
ASL,finance,21843.npz,dataset\ASL\finance\21843.npz,0.65,0.65,0.02249886281788349,0.029004985466599464,0.8549568057060242,1.1021894216537476,0.02246597409248352,0.026342134922742844,two_hand
ASL,find,21852.npz,dataset\ASL\find\21852.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21853.npz,dataset\ASL\find\21853.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21854.npz,dataset\ASL\find\21854.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21855.npz,dataset\ASL\find\21855.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21858.npz,dataset\ASL\find\21858.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21859.npz,dataset\ASL\find\21859.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,21863.npz,dataset\ASL\find\21863.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,find,69323.npz,dataset\ASL\find\69323.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21869.npz,dataset\ASL\fine\21869.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21870.npz,dataset\ASL\fine\21870.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21871.npz,dataset\ASL\fine\21871.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21872.npz,dataset\ASL\fine\21872.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21874.npz,dataset\ASL\fine\21874.npz,0.6712328767123288,0.6712328767123288,0.0055441842414438725,0.006538118701428175,0.2661208510398865,0.3138296902179718,0.0061987414956092834,0.006727812346071005,two_hand
ASL,fine,21878.npz,dataset\ASL\fine\21878.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fine,21883.npz,dataset\ASL\fine\21883.npz,1.0,1.0,0.001238203258253634,0.0016933236038312316,0.0730539932847023,0.09990609437227249,0.0016776669071987271,0.0024721066001802683,low_hand_activity
ASL,fine,21890.npz,dataset\ASL\fine\21890.npz,0.65,0.65,0.007632296998053789,0.011670493520796299,0.29002729058265686,0.4434787631034851,0.009495455771684647,0.011344674043357372,two_hand
ASL,fine,21891.npz,dataset\ASL\fine\21891.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fingerspell,21923.npz,dataset\ASL\fingerspell\21923.npz,0.85,0.85,0.01285624224692583,0.009933099150657654,0.6428121328353882,0.4966549575328827,0.03317156061530113,0.019999004900455475,two_hand
ASL,fingerspell,21925.npz,dataset\ASL\fingerspell\21925.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fingerspell,21928.npz,dataset\ASL\fingerspell\21928.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,finish,21941.npz,dataset\ASL\finish\21941.npz,0.5666666666666667,0.5666666666666667,0.013195239007472992,0.015295722521841526,0.43544289469718933,0.5047588348388672,0.01813902147114277,0.01580103486776352,two_hand
ASL,finish,21942.npz,dataset\ASL\finish\21942.npz,0.5833333333333334,0.5833333333333334,0.015240448527038097,0.020603295415639877,0.5181752443313599,0.7005120515823364,0.016504332423210144,0.020134441554546356,two_hand
ASL,finish,21943.npz,dataset\ASL\finish\21943.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,finish,21944.npz,dataset\ASL\finish\21944.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,finish,21945.npz,dataset\ASL\finish\21945.npz,0.6,0.6,0.014947091229259968,0.012570526450872421,0.5231481790542603,0.43996843695640564,0.020792683586478233,0.012937634252011776,two_hand
ASL,finish,21949.npz,dataset\ASL\finish\21949.npz,0.5333333333333333,0.5333333333333333,0.008655618876218796,0.012151339091360569,0.26832419633865356,0.3766915202140808,0.008784986101090908,0.015420706011354923,two_hand
ASL,finish,21950.npz,dataset\ASL\finish\21950.npz,0.9666666666666667,0.9666666666666667,0.0017770330887287855,0.0022516162134706974,0.10129088908433914,0.12834212183952332,0.004464330617338419,0.005303937941789627,right_one_hand
ASL,finish,21951.npz,dataset\ASL\finish\21951.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,finish,65721.npz,dataset\ASL\finish\65721.npz,0.5,0.5,0.016174303367733955,0.012796906754374504,0.46905478835105896,0.37111029028892517,0.03196496143937111,0.018420452252030373,two_hand
ASL,fire,22010.npz,dataset\ASL\fire\22010.npz,0.7166666666666667,0.7166666666666667,0.015429645776748657,0.011260607279837132,0.6480451226234436,0.47294551134109497,0.027133960276842117,0.013961901888251305,two_hand
ASL,fire,22015.npz,dataset\ASL\fire\22015.npz,0.9666666666666667,0.9666666666666667,0.004325285088270903,0.005886818282306194,0.24654124677181244,0.33554863929748535,0.0035715713165700436,0.005120935384184122,two_hand
ASL,fire,22019.npz,dataset\ASL\fire\22019.npz,0.7272727272727273,0.7272727272727273,0.01596852019429207,0.01972031034529209,0.7505204677581787,0.9268546104431152,0.013830016367137432,0.018003160133957863,two_hand
ASL,firefighter,21993.npz,dataset\ASL\firefighter\21993.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,firefighter,21994.npz,dataset\ASL\firefighter\21994.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,firefighter,21999.npz,dataset\ASL\firefighter\21999.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,firefighter,22003.npz,dataset\ASL\firefighter\22003.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,firefighter,65726.npz,dataset\ASL\firefighter\65726.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,first,22085.npz,dataset\ASL\first\22085.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,first,22086.npz,dataset\ASL\first\22086.npz,0.7,0.7,0.013352193869650364,0.018193038180470467,0.5474399328231812,0.7459145784378052,0.01641925796866417,0.021818652749061584,two_hand
ASL,first,22087.npz,dataset\ASL\first\22087.npz,0.8,0.8,0.003447919152677059,0.0054799700155854225,0.1620521992444992,0.25755858421325684,0.003947397693991661,0.007699585985392332,two_hand
ASL,first,22094.npz,dataset\ASL\first\22094.npz,1.0,1.0,0.0010446892119944096,0.0019153635948896408,0.06163666397333145,0.11300645023584366,0.0023253201507031918,0.0036853463388979435,low_hand_activity
ASL,first,22095.npz,dataset\ASL\first\22095.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,first,22098.npz,dataset\ASL\first\22098.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,first,65728.npz,dataset\ASL\first\65728.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,first,65729.npz,dataset\ASL\first\65729.npz,0.639344262295082,0.639344262295082,0.013751673512160778,0.012787139974534512,0.5225635766983032,0.4859113097190857,0.023230990394949913,0.02097165584564209,two_hand
ASL,first,65730.npz,dataset\ASL\first\65730.npz,0.5833333333333334,0.5833333333333334,0.009448654018342495,0.00787403341382742,0.3212542235851288,0.2677171230316162,0.01106289029121399,0.010105285793542862,two_hand
ASL,fish,22113.npz,dataset\ASL\fish\22113.npz,0.6818181818181818,0.6818181818181818,0.005914917215704918,0.010930042713880539,0.2602563500404358,0.4809218943119049,0.0050143348053097725,0.013113141991198063,two_hand
ASL,fish,22114.npz,dataset\ASL\fish\22114.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,22115.npz,dataset\ASL\fish\22115.npz,0.7166666666666667,0.7166666666666667,0.00824558176100254,0.009679374285042286,0.3463144302368164,0.40653371810913086,0.01282831933349371,0.01480736956000328,two_hand
ASL,fish,22116.npz,dataset\ASL\fish\22116.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,22117.npz,dataset\ASL\fish\22117.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,22120.npz,dataset\ASL\fish\22120.npz,0.95,0.95,0.001839485834352672,0.0035492682363837957,0.10301120579242706,0.1987590193748474,0.0021442915312945843,0.004417254589498043,right_one_hand
ASL,fish,22121.npz,dataset\ASL\fish\22121.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,22130.npz,dataset\ASL\fish\22130.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,65731.npz,dataset\ASL\fish\65731.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fish,69325.npz,dataset\ASL\fish\69325.npz,0.6470588235294118,0.6470588235294118,0.009148640558123589,0.007059955969452858,0.39339154958724976,0.30357810854911804,0.012597720138728619,0.006011208053678274,two_hand
ASL,fishing,22132.npz,dataset\ASL\fishing\22132.npz,0.65,0.65,0.00649005314335227,0.006024555768817663,0.3309926986694336,0.30725234746932983,0.005691484548151493,0.005134845618158579,two_hand
ASL,fishing,22133.npz,dataset\ASL\fishing\22133.npz,0.7397260273972602,0.7397260273972602,0.011175750754773617,0.016462041065096855,0.5923147797584534,0.8724881410598755,0.009081117808818817,0.00913907028734684,two_hand
ASL,fishing,22134.npz,dataset\ASL\fishing\22134.npz,0.8333333333333334,0.8333333333333334,0.02006123773753643,0.015411388128995895,0.983000636100769,0.755158007144928,0.029801631346344948,0.020892908796668053,two_hand
ASL,fishing,22135.npz,dataset\ASL\fishing\22135.npz,0.7448979591836735,0.7448979591836735,0.008555510081350803,0.007089691236615181,0.6159967184066772,0.5104577541351318,0.008901221677660942,0.007767594885081053,two_hand
ASL,fishing,22141.npz,dataset\ASL\fishing\22141.npz,0.65,0.65,0.006377767771482468,0.006543188355863094,0.24235518276691437,0.24864116311073303,0.00651482492685318,0.006001685746014118,two_hand
ASL,fishing,65732.npz,dataset\ASL\fishing\65732.npz,0.5666666666666667,0.5666666666666667,0.010239378549158573,0.009631259366869926,0.33789950609207153,0.31783154606819153,0.014353645034134388,0.012590629048645496,two_hand
ASL,five,22191.npz,dataset\ASL\five\22191.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,five,22192.npz,dataset\ASL\five\22192.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,five,22194.npz,dataset\ASL\five\22194.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,five,65734.npz,dataset\ASL\five\65734.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,five,69326.npz,dataset\ASL\five\69326.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,fix,22238.npz,dataset\ASL\fix\22238.npz,0.6,0.6,0.0052651031874120235,0.006313852965831757,0.18427860736846924,0.22098486125469208,0.005655407905578613,0.006581469904631376,two_hand
ASL,fix,22239.npz,dataset\ASL\fix\22239.npz,0.7846153846153846,0.7846153846153846,0.010126457549631596,0.014333541505038738,0.5063228607177734,0.7166770696640015,0.011250092647969723,0.01157404389232397,two_hand
ASL,fix,22240.npz,dataset\ASL\fix\22240.npz,0.7666666666666667,0.7666666666666667,0.011213142424821854,0.008111006580293179,0.5045914053916931,0.3649953007698059,0.015032149851322174,0.008278217166662216,two_hand
ASL,fix,22247.npz,dataset\ASL\fix\22247.npz,0.95,0.95,0.0015397006645798683,0.0023877599742263556,0.08622323721647263,0.13371455669403076,0.0015755814965814352,0.0029992354102432728,right_one_hand
ASL,fix,22251.npz,dataset\ASL\fix\22251.npz,0.5967741935483871,0.5967741935483871,0.008349387906491756,0.011505430564284325,0.30057796835899353,0.4141955077648163,0.011077720671892166,0.0110395522788167,two_hand
ASL,fix,69327.npz,dataset\ASL\fix\69327.npz,0.7448979591836735,0.7448979591836735,0.00785690825432539,0.008056621067225933,0.5656973719596863,0.5800766944885254,0.014671297743916512,0.012139893136918545,two_hand
ASL,flag,22272.npz,dataset\ASL\flag\22272.npz,0.7378640776699029,0.7378640776699029,0.003929466009140015,0.0063146078027784824,0.2947099506855011,0.47359558939933777,0.004267952870577574,0.005533493123948574,two_hand
ASL,flag,22273.npz,dataset\ASL\flag\22273.npz,0.7261904761904762,0.7261904761904762,0.0032550597097724676,0.003806065069511533,0.19530358910560608,0.22836390137672424,0.004255373030900955,0.004064420238137245,two_hand
ASL,flag,22274.npz,dataset\ASL\flag\22274.npz,0.7105263157894737,0.7105263157894737,0.009110894054174423,0.005634583532810211,0.4828774034976959,0.2986329197883606,0.01927720196545124,0.011148063465952873,two_hand
ASL,flag,22276.npz,dataset\ASL\flag\22276.npz,0.9833333333333333,0.9833333333333333,0.0006376754026859999,0.0016924361698329449,0.03698517382144928,0.09816129505634308,0.0007558698998764157,0.0025198678486049175,low_hand_activity
ASL,flag,22280.npz,dataset\ASL\flag\22280.npz,0.7142857142857143,0.7142857142857143,0.00917181558907032,0.009179114364087582,0.4952780306339264,0.49567216634750366,0.014961990527808666,0.014977543614804745,two_hand
ASL,flag,65739.npz,dataset\ASL\flag\65739.npz,0.5333333333333333,0.5333333333333333,0.004704276565462351,0.006759906653314829,0.14583256840705872,0.20955710113048553,0.007186986040323973,0.007772625889629126,two_hand
ASL,flatter,22357.npz,dataset\ASL\flatter\22357.npz,0.7142857142857143,0.7142857142857143,0.008031156845390797,0.006801974959671497,0.43368247151374817,0.367306649684906,0.011198710650205612,0.006739610806107521,two_hand
ASL,flatter,22358.npz,dataset\ASL\flatter\22358.npz,0.6333333333333333,0.6333333333333333,0.018607456237077713,0.012368298135697842,0.6884758472442627,0.4576270282268524,0.04097627475857735,0.020551936700940132,two_hand
ASL,flatter,22359.npz,dataset\ASL\flatter\22359.npz,0.7051282051282052,0.7051282051282052,0.010379060171544552,0.007787548471242189,0.5604692697525024,0.4205276072025299,0.012464087456464767,0.007751574274152517,two_hand
ASL,flatter,22362.npz,dataset\ASL\flatter\22362.npz,1.0,1.0,0.0041339341551065445,0.006417340133339167,0.24390211701393127,0.3786230683326721,0.01079929992556572,0.01640933007001877,two_hand
ASL,flexible,22409.npz,dataset\ASL\flexible\22409.npz,0.6470588235294118,0.6470588235294118,0.014707181602716446,0.013275188393890858,0.6324087977409363,0.5708330869674683,0.012075908482074738,0.009862547740340233,two_hand
ASL,flexible,22410.npz,dataset\ASL\flexible\22410.npz,0.8166666666666667,0.8166666666666667,0.008678074926137924,0.008636207319796085,0.41654759645462036,0.4145379364490509,0.01182470191270113,0.010509205982089043,two_hand
ASL,flexible,22411.npz,dataset\ASL\flexible\22411.npz,0.8333333333333334,0.8333333333333334,0.005623131990432739,0.010534425266087055,0.2755334675312042,0.5161868333816528,0.00692359171807766,0.014728151261806488,two_hand
ASL,flexible,22412.npz,dataset\ASL\flexible\22412.npz,0.9,0.9,0.012044139206409454,0.01244509406387806,0.6383394002914429,0.6595900058746338,0.01053128857165575,0.011616934090852737,two_hand
ASL,flexible,22413.npz,dataset\ASL\flexible\22413.npz,0.7,0.7,0.017139436677098274,0.014422009699046612,0.7027168869972229,0.5913023948669434,0.046568818390369415,0.031064508482813835,two_hand
ASL,flexible,22415.npz,dataset\ASL\flexible\22415.npz,1.0,1.0,0.006974217481911182,0.007107221987098455,0.43937569856643677,0.44775497913360596,0.0074315667152404785,0.006492817774415016,two_hand
ASL,flexible,22416.npz,dataset\ASL\flexible\22416.npz,0.6756756756756757,0.6756756756756757,0.013422186486423016,0.019064107909798622,0.6576871275901794,0.9341412782669067,0.005750183016061783,0.00949481874704361,two_hand
ASL,flirt,22455.npz,dataset\ASL\flirt\22455.npz,0.6785714285714286,0.6785714285714286,0.009472307749092579,0.015915781259536743,0.5304492115974426,0.8912837505340576,0.014407132752239704,0.01589837111532688,two_hand
ASL,flirt,22456.npz,dataset\ASL\flirt\22456.npz,0.6666666666666666,0.6666666666666666,0.008044598624110222,0.011285271495580673,0.3137393593788147,0.44012558460235596,0.010737523436546326,0.01637309417128563,two_hand
ASL,flirt,22457.npz,dataset\ASL\flirt\22457.npz,0.676923076923077,0.676923076923077,0.013285977765917778,0.026282383129000664,0.5712970495223999,1.1301424503326416,0.02252531610429287,0.022440344095230103,two_hand
ASL,flirt,22459.npz,dataset\ASL\flirt\22459.npz,1.0,1.0,0.004518558271229267,0.0073526035994291306,0.26659494638442993,0.43380361795425415,0.00793562550097704,0.01356314867734909,two_hand
ASL,flirt,22462.npz,dataset\ASL\flirt\22462.npz,0.6470588235294118,0.6470588235294118,0.0137174716219306,0.017678560689091682,0.5898512601852417,0.7601780891418457,0.014911149628460407,0.020790698006749153,two_hand
ASL,flirt,65744.npz,dataset\ASL\flirt\65744.npz,0.7166666666666667,0.7166666666666667,0.01605960913002491,0.017861446365714073,0.6745035648345947,0.7501807808876038,0.0164287481456995,0.017375366762280464,two_hand
