dataset,label,num_samples,prototype_index
VSL,bình thường,3,2258
VSL,bí ngô,1,2259
VSL,bím tóc đuôi sam,1,2260
VSL,bít tất,1,2261
VSL,bít tết (bò),3,2262
VSL,bò,1,2263
VSL,bò sát,1,2264
VSL,bò tót,1,2265
VSL,bó hoa,1,2266
VSL,bó đũa,1,2267
VSL,bóc lột,1,2268
VSL,bóc vỏ,1,2269
VSL,bón phân,3,2270
VSL,bóng bay,1,2271
VSL,bông hoa,3,2272
VSL,bùn,1,2273
VSL,bùng binh,1,2274
VSL,bún chả,1,2275
VSL,bún mắm,1,2276
VSL,bún ngan,1,2277
VSL,bún đậu,1,2278
VSL,bún ốc,1,2279
VSL,búp bê,1,2280
VSL,bút,1,2281
VSL,bút bi,1,2282
VSL,bút dạ,1,2283
VSL,bút màu,3,2284
VSL,bút máy,1,2285
VSL,băng bó,1,2286
VSL,băng chuyền,1,2287
VSL,băng dính,1,2288
VSL,băng giá,1,2289
VSL,băng hình,1,2290
VSL,bơi,1,2291
VSL,bơi lội,1,2292
VSL,bơm (cái bơm),1,2293
VSL,bơm nước,1,2294
VSL,bơm xe,1,2295
VSL,bưu tá,1,2296
VSL,bước,1,2297
VSL,bước chân,1,2298
VSL,bướng bỉnh,2,2299
VSL,bạn,3,2300
VSL,bạn gái,3,2301
VSL,bạn trai,3,2302
VSL,bạn yêu bạn ấy,1,2303
VSL,bạn yêu tôi,1,2304
VSL,bạn ấy yêu bạn,1,2305
VSL,bạn ấy yêu tôi,1,2306
VSL,bản làng,1,2307
VSL,bản lề,1,2308
VSL,bản nhạc,1,2309
VSL,bản sao (chỉ người),1,2310
VSL,bản thân,1,2311
VSL,bản đồ Việt Nam,3,2312
VSL,bảng chia,2,2313
VSL,bảng chỉ dẫn,1,2314
VSL,bảng chữ cái ngón tay,1,2315
VSL,bảng cộng,3,2316
VSL,bảng cửu chương,1,2317
VSL,bảng học sinh,1,2318
VSL,bảng màu,1,2319
VSL,bảng nhân,3,2320
VSL,bảng trừ,3,2321
VSL,bảng đen,3,2322
VSL,bảo hiểm,1,2323
VSL,bảo thủ,1,2324
VSL,bảo tàng,1,2325
VSL,bảo vệ môi trường,3,2326
VSL,bảo đảm,1,2327
VSL,bất hiếu,1,2328
VSL,bất khuất,1,2329
VSL,bất động,1,2330
VSL,bầu trời,1,2331
VSL,bẫy chim,1,2332
VSL,bẫy chuột (dụng cụ),1,2333
VSL,bẫy chuột (hành động),3,2334
VSL,bậc thang,1,2335
VSL,bập bênh,1,2336
VSL,bật lửa,1,2337
VSL,bật đèn,1,2338
VSL,bắc bán cầu,1,2339
VSL,bắc nam,2,2340
VSL,bắn bi,3,2341
VSL,bắn cung tên,1,2342
VSL,bắn súng,1,2343
VSL,bắp ngô,3,2344
VSL,bắt,1,2345
VSL,bắt buộc,1,2346
VSL,bắt giữ,1,2347
VSL,bắt nạt,1,2348
VSL,bắt tay,1,2349
VSL,bắt đền,3,2350
VSL,bằng,1,2351
VSL,bằng phẳng,1,2352
VSL,bẻ ngô,3,2353
VSL,bế em,1,2354
VSL,bến phà,1,2355
VSL,bến tàu,1,2356
VSL,bến xe,1,2357
VSL,bể bơi,1,2358
VSL,bể cá,1,2359
VSL,bệ hạ,2,2360
VSL,bệ xí,1,2361
VSL,bệnh nhân,1,2362
VSL,bệnh phong_cùi,1,2363
VSL,bệnh thủy đậu,1,2364
VSL,bệnh tật,1,2365
VSL,bệnh Đao - Down,1,2366
VSL,bị động,1,2367
VSL,bịa đặt,1,2368
VSL,bọc sách,1,2369
VSL,bọt biển,1,2370
VSL,bọt xà phòng,1,2371
VSL,bỏ hoang,1,2372
VSL,bỏ phiếu,1,2373
VSL,bỏ qua,1,2374
VSL,bỏ rơi,1,2375
VSL,bỏng,1,2376
VSL,bỏng ngô,1,2377
VSL,bố,1,2378
VSL,bố dượng,3,2379
VSL,bố mẹ,1,2380
VSL,bố trí,1,2381
VSL,bốc hơi,1,2382
VSL,bốc thăm,1,2383
VSL,bốc vác,1,2384
VSL,bối rối,1,2385
VSL,bốn là,1,2386
VSL,bốt cảnh sát,3,2387
VSL,bốt điện,3,2388
VSL,bồ kết,1,2389
VSL,bồi bàn,1,2390
VSL,bồi thường,1,2391
VSL,bồn hoa,1,2392
VSL,bồn rửa bát,1,2393
VSL,bổ ngữ,1,2394
VSL,bổ trợ,1,2395
VSL,bổ ích,1,2396
VSL,bộ sách,1,2397
VSL,bộ truyện,1,2398
VSL,bộ đội,3,2399
VSL,bột giặt,1,2400
VSL,bột màu,3,2401
VSL,bột ngọt,2,2402
VSL,bớt,1,2403
VSL,bớt đi,1,2404
VSL,bờ biển,1,2405
VSL,bờ ruộng,1,2406
VSL,bờ rào,1,2407
VSL,bờm tóc,1,2408
VSL,bụi phấn,3,2409
VSL,bụi tre,1,2410
VSL,bụi đời,1,2411
VSL,bụng,1,2412
VSL,bức tranh,3,2413
VSL,bức tường,1,2414
VSL,bữa cơm,1,2415
VSL,bực mình,1,2416
VSL,c,1,2417
VSL,ca,1,2418
VSL,ca nô,1,2419
VSL,cao (người),1,2420
VSL,cao (nhà),1,2421
VSL,cao (núi),1,2422
VSL,cao (vật),1,2423
VSL,cao nguyên,1,2424
VSL,cao quý,1,2425
VSL,cao thấp,1,2426
VSL,cao tầng,1,2427
VSL,cao tốc,1,2428
VSL,cao độ,1,2429
VSL,cau có,1,2430
VSL,cha,1,2431
VSL,cha mẹ,1,2432
VSL,chai,1,2433
VSL,chai nước,1,2434
VSL,chanh muối,1,2435
VSL,chanh nóng,1,2436
VSL,chanh đá,1,2437
VSL,che chở,1,2438
VSL,che phủ,1,2439
VSL,chen lấn,1,2440
VSL,chi hội,1,2441
VSL,chi tiết,1,2442
VSL,chia,3,2443
VSL,chia ba,3,2444
VSL,chia cắt,1,2445
VSL,chia hết,1,2446
VSL,chia phần,1,2447
VSL,chia rẽ,1,2448
VSL,chia sẻ,1,2449
VSL,chia tay,1,2450
VSL,chia đôi,3,2451
VSL,chia đều,1,2452
VSL,chim bồ câu,1,2453
VSL,chim chuyền cành,1,2454
VSL,chim chào mào,1,2455
VSL,chim chích chòe,1,2456
VSL,chim chóc,1,2457
VSL,chim gõ kiến,1,2458
VSL,chim phượng hoàng,1,2459
VSL,chim sâu,1,2460
VSL,chim sơn ca,1,2461
VSL,chim sẻ,1,2462
VSL,chim yến,1,2463
VSL,chim đại bàng,1,2464
VSL,chiên_rán (1)(2),1,2465
VSL,chiêng,1,2466
VSL,chiếc gối,3,2467
VSL,chiếm đoạt,1,2468
VSL,chiến khu,1,2469
VSL,chiến thắng,1,2470
VSL,chiếu,3,2471
VSL,chiếu phim,1,2472
VSL,chiều cao,1,2473
VSL,chiều dài,1,2474
VSL,chiều rộng,1,2475
VSL,chiều tối,1,2476
VSL,chong chóng,1,2477
VSL,chu vi,1,2478
VSL,chui,1,2479
VSL,chum,1,2480
VSL,chung kết,1,2481
VSL,chung tay,1,2482
VSL,chuyên biệt,1,2483
VSL,chuyên cần,1,2484
VSL,chuyên gia,3,2485
VSL,chuyền bóng,1,2486
VSL,chuyển giao,1,2487
VSL,chuyển hướng,1,2488
VSL,chuyển vế,1,2489
VSL,chuyển đồ,1,2490
VSL,chuyển đổi số đo,1,2491
VSL,chuyển động,1,2492
VSL,chuyển động quay,1,2493
VSL,chuyển động đều,1,2494
VSL,chuyện lớn,1,2495
VSL,chuyện nhỏ,1,2496
VSL,chuyện trò,1,2497
VSL,chuông,1,2498
VSL,chuông nhà,1,2499
VSL,chuẩn bị,3,2500
VSL,chuồng,1,2501
VSL,chuỗi hạt,1,2502
VSL,chuột quang,1,2503
VSL,chàng trai,1,2504
VSL,chào,1,2505
VSL,chào cờ,1,2506
VSL,chào mừng,1,2507
VSL,chày,1,2508
VSL,cháo sườn,1,2509
VSL,chát,1,2510
VSL,cháu gái,3,2511
VSL,cháu họ,3,2512
VSL,cháu ngoại,3,2513
VSL,cháu nội,3,2514
VSL,cháu trai,2,2515
VSL,cháy rừng,1,2516
VSL,châm chọc,1,2517
VSL,châm cứu,3,2518
VSL,chân dung,1,2519
VSL,chân tay,1,2520
VSL,chân đất,1,2521
VSL,chè đỗ đỏ,1,2522
VSL,chèn ép,1,2523
VSL,chèo thuyền,1,2524
VSL,chém,1,2525
VSL,chén,1,2526
VSL,chép bài,1,2527
VSL,chìa khóa,1,2528
VSL,chín,1,2529
VSL,chính phủ,2,2530
VSL,chính quyền,1,2531
VSL,chính tả,1,2532
VSL,chính xác,3,2533
VSL,chó cắn,1,2534
VSL,chó sói,1,2535
VSL,chó xù,1,2536
VSL,chõ xôi,1,2537
VSL,chùa,3,2538
VSL,chùa Hương,1,2539
VSL,chùa Một Cột,1,2540
VSL,chùa Yên Tử,1,2541
VSL,chùm hoa,1,2542
VSL,chùm khế,1,2543
VSL,chùm nho,1,2544
VSL,chùm vải,1,2545
VSL,chú ( người),1,2546
VSL,chú hề,1,2547
VSL,chú rể,1,2548
VSL,chú tễu,1,2549
VSL,chú ý,1,2550
VSL,chúc mừng,3,2551
VSL,chúc thọ,3,2552
VSL,chúc tết,3,2553
VSL,chúi đầu,1,2554
VSL,chúng tôi (2 người) (đại từ),1,2555
VSL,chúng tôi (3 người) (đại từ),1,2556
VSL,chúng tôi (4 người) (đại từ),1,2557
VSL,chúng tôi (5 người) (đại từ),1,2558
VSL,chúng tôi (đại từ),1,2559
VSL,chăm học,1,2560
VSL,chăm sóc sức khỏe,3,2561
VSL,chăn (cái chăn),3,2562
VSL,chăn nuôi,3,2563
VSL,chơi,2,2564
VSL,chương trình,1,2565
VSL,chạy,1,2566
VSL,chạy (động vật),1,2567
VSL,chạy bàn,1,2568
VSL,chạy chậm,1,2569
VSL,chạy nhanh,1,2570
VSL,chả cá,3,2571
VSL,chảo,3,2572
VSL,chấm dứt,1,2573
VSL,chấm điểm,1,2574
VSL,chất dẻo,1,2575
VSL,chất hữu cơ,1,2576
VSL,chất lượng,1,2577
VSL,chất lỏng,1,2578
VSL,chất rắn,1,2579
VSL,chất thải,1,2580
VSL,chất đốt,1,2581
VSL,chất độc,1,2582
VSL,chất độc màu da cam,1,2583
VSL,chậm chạp,1,2584
VSL,chật chội,1,2585
VSL,chậu,1,2586
VSL,chặn,1,2587
VSL,chặt,3,2588
VSL,chặt chẽ,1,2589
VSL,chỉ,1,2590
VSL,chỉ dẫn,1,2591
VSL,chỉ huy,1,2592
VSL,chỉ khâu,1,2593
VSL,chỉnh sửa,1,2594
VSL,chị,3,2595
VSL,chị chồng,2,2596
VSL,chị dâu,1,2597
VSL,"chị hai, chị cả",3,2598
VSL,chị họ,3,2599
VSL,chọi gà,1,2600
VSL,chọi trâu,1,2601
VSL,chọn lọc,1,2602
VSL,chọn lựa,1,2603
VSL,chống đối,3,2604
VSL,chồi non,1,2605
VSL,chớp mắt,1,2606
VSL,chợ Bến Thành,1,2607
VSL,chợ nổi,1,2608
VSL,chợ nổi Cái Bè,1,2609
VSL,chợ nổi Cái Răng,1,2610
VSL,chục,1,2611
VSL,chục nghìn,1,2612
VSL,chục triệu,1,2613
VSL,chụp đèn,1,2614
VSL,chụp ảnh,1,2615
VSL,chủ nghĩa xã hội,1,2616
VSL,chủ ngữ,1,2617
VSL,chủ nhiệm,1,2618
VSL,chủ tịch,3,2619
VSL,chủ đề,1,2620
VSL,chủ động,1,2621
VSL,chức năng,1,2622
VSL,chức vụ,1,2623
VSL,chứng cớ,1,2624
VSL,chứng kiến,1,2625
VSL,chứng minh,1,2626
VSL,chứng nhận,1,2627
VSL,chữ,1,2628
VSL,chữ cái,1,2629
VSL,chữ hoa,1,2630
VSL,chữ viết,1,2631
VSL,chữa bài,3,2632
VSL,chữa bệnh,1,2633
VSL,chữa cháy,1,2634
VSL,co dãn,1,2635
VSL,co giật,1,2636
VSL,coi thường,1,2637
VSL,con ba ba,1,2638
VSL,con bê,3,2639
VSL,con bò,3,2640
VSL,con bướm,1,2641
VSL,con chim,1,2642
VSL,con chuồn chuồn,1,2643
VSL,con chuột,3,2644
VSL,con chuột nhắt,1,2645
VSL,con chó,3,2646
VSL,con chồn,1,2647
VSL,con cua,1,2648
VSL,con cá,3,2649
VSL,con cá sấu,1,2650
VSL,con cò,1,2651
VSL,con cóc,1,2652
VSL,con công,1,2653
VSL,con cú mèo,1,2654
VSL,con cọp,3,2655
VSL,con cừu,1,2656
VSL,con dâu,1,2657
VSL,con dê,1,2658
VSL,con dế,1,2659
VSL,con ghẹ,1,2660
VSL,con gián,1,2661
VSL,con gà,1,2662
VSL,con gái,1,2663
VSL,con gấu,1,2664
VSL,con hoẵng,1,2665
VSL,con hàu,1,2666
VSL,con hươu,1,2667
VSL,con khỉ,1,2668
VSL,con kiến,3,2669
VSL,con lươn,1,2670
VSL,con lợn (con heo),3,2671
VSL,con muỗi,3,2672
VSL,con mèo,3,2673
VSL,con mực,1,2674
VSL,con nai,1,2675
VSL,con người,3,2676
VSL,con ngỗng,1,2677
VSL,con ngựa,3,2678
VSL,con nhím,1,2679
VSL,con nuôi,3,2680
VSL,con ong,2,2681
VSL,con quạ,1,2682
VSL,con ruồi,1,2683
VSL,con rùa,1,2684
VSL,con rắn,1,2685
VSL,con rối,1,2686
VSL,con sâu,1,2687
VSL,con sò,1,2688
VSL,con sóc,1,2689
VSL,con sói,1,2690
VSL,con sông,1,2691
VSL,con sư tử,2,2692
VSL,con số,1,2693
VSL,con tem,1,2694
VSL,con thỏ,1,2695
VSL,con trai,1,2696
VSL,con trai (động vật),1,2697
VSL,con trăn,1,2698
VSL,con trỏ,1,2699
VSL,con tôm,3,2700
VSL,con voi,3,2701
VSL,con vượn,1,2702
VSL,con vẹt,1,2703
VSL,con vịt,1,2704
VSL,con đom đóm,1,2705
VSL,con đường,1,2706
VSL,con đẻ,1,2707
VSL,con ếch,3,2708
VSL,con ốc,1,2709
VSL,cong,1,2710
VSL,cua đồng,1,2711
VSL,cung cấp,1,2712
VSL,cung tên,1,2713
VSL,cung điện,3,2714
VSL,cuối năm,1,2715
VSL,cuối tháng,1,2716
VSL,cuối tuần,1,2717
VSL,cuốn,1,2718
VSL,cuống hoa,1,2719
VSL,cuống lá,1,2720
VSL,cuộc sống,1,2721
VSL,cuộc đời,1,2722
VSL,cuộn giấy vệ sinh,1,2723
VSL,cày,1,2724
VSL,cày ruộng,1,2725
VSL,cá kho,3,2726
VSL,cá kiếm,1,2727
VSL,cá mập,1,2728
VSL,cá voi,1,2729
VSL,các bạn,1,2730
VSL,các bạn (2 người),1,2731
VSL,cách ly,1,2732
VSL,cái bè,1,2733
VSL,cái gùi,1,2734
VSL,cái gương,3,2735
VSL,cái neo,1,2736
VSL,cái nhíp,1,2737
VSL,cái túi,1,2738
VSL,cái vợt cá,1,2739
VSL,cánh buồm,1,2740
VSL,cánh tay,1,2741
VSL,cáp treo,1,2742
VSL,cát,1,2743
VSL,câu chuyện,1,2744
VSL,câu cá,1,2745
VSL,câu ghép,1,2746
VSL,câu thơ,3,2747
VSL,câu văn,1,2748
VSL,câu đơn,1,2749
VSL,câu đố,1,2750
VSL,câu đối,1,2751
VSL,cây bàng,2,2752
VSL,cây cọ,1,2753
VSL,cây cối,1,2754
VSL,cây cổ thụ,3,2755
VSL,cây gỗ,1,2756
VSL,cây khế,1,2757
VSL,cây ngô,3,2758
VSL,cây nến,1,2759
VSL,cây phượng,3,2760
VSL,cây sả,1,2761
VSL,cây số,1,2762
VSL,cây thân gỗ,3,2763
VSL,cây thông,1,2764
VSL,cây tre,1,2765
VSL,cây trồng,1,2766
VSL,cây xanh,1,2767
VSL,cây xanh tươi,3,2768
VSL,cây ăn quả,3,2769
VSL,cây đa,1,2770
VSL,cãi nhau,1,2771
VSL,còi,1,2772
VSL,còi xương,1,2773
VSL,còn bạn_,1,2774
VSL,còng,1,2775
VSL,còng (cái còng),1,2776
VSL,có ích,1,2777
VSL,có … không_,1,2778
VSL,cô dâu,1,2779
VSL,cô giáo,3,2780
VSL,cô đơn,1,2781
VSL,côn trùng,1,2782
VSL,công bằng,1,2783
VSL,công chúa,1,2784
VSL,công cộng,1,2785
VSL,công cụ,1,2786
VSL,công nghiệp,3,2787
VSL,công nhận,1,2788
VSL,công sức,1,2789
VSL,công thức,1,2790
VSL,công trường,1,2791
VSL,công tắc,1,2792
VSL,công viên,3,2793
VSL,công việc,1,2794
VSL,công văn,1,2795
VSL,công ước,1,2796
VSL,cõng,1,2797
VSL,cù,1,2798
VSL,cùi chỏ,1,2799
VSL,cùng _ với (giới từ),1,2800
VSL,cúc áo,1,2801
VSL,cúi,1,2802
VSL,căm thù,1,2803
VSL,cũng vậy_cũng thế,1,2804
VSL,cơ bắp,1,2805
VSL,cơ hội,3,2806
VSL,cơ quan,1,2807
VSL,cơ sở,1,2808
VSL,cơ thể,1,2809
VSL,cơm,1,2810
VSL,cơm bình dân,3,2811
VSL,cơm hộp,1,2812
VSL,cơm rang,1,2813
VSL,cưa,1,2814
VSL,cưa (cái cưa),1,2815
VSL,cướp,3,2816
VSL,cướp biển,1,2817
VSL,cướp cờ,1,2818
VSL,cướp giật,1,2819
VSL,cười nhếch mép,1,2820
VSL,cười vỡ bụng,1,2821
VSL,cưỡi ngựa,1,2822
VSL,cạnh,1,2823
VSL,cạnh bên (toán),1,2824
VSL,cạnh tranh,1,2825
VSL,cạnh đáy,1,2826
VSL,cạnh đối diện,1,2827
VSL,cả ngày,1,2828
VSL,cảng Hải Phòng,1,2829
VSL,cảng Sài Gòn,1,2830
VSL,cảnh giác,1,2831
VSL,cảnh vật,1,2832
VSL,cấp cứu,1,2833
VSL,cấp dưỡng,1,2834
VSL,cất giấu,1,2835
VSL,cất giữ,1,2836
VSL,cất tiếng khóc,1,2837
VSL,cất tiếng nói,1,2838
VSL,cấy,1,2839
VSL,cấy lúa,1,2840
VSL,cần không_,3,2841
VSL,cần khởi động,1,2842
VSL,cầu (cây cầu),1,2843
VSL,cầu Long Biên,1,2844
VSL,cầu Thê Húc (Hồ Gươm),1,2845
VSL,cầu cứu,1,2846
VSL,cầu giao,1,2847
VSL,cầu kì,1,2848
VSL,cầu nguyện,1,2849
VSL,cầu thang,1,2850
VSL,cầu thủ,1,2851
VSL,cầu tre,1,2852
VSL,cầu trượt,1,2853
VSL,cầu vượt,1,2854
VSL,cắm trại,1,2855
VSL,cắt lông mũi,1,2856
VSL,cắt nhau,1,2857
VSL,cặp sách,1,2858
VSL,cặp tóc,1,2859
VSL,cỏ,3,2860
VSL,cỏ may,1,2861
VSL,cố gắng,3,2862
VSL,cố ý (như cố tình),1,2863
VSL,cố định,1,2864
VSL,cốc,1,2865
VSL,cối giã,1,2866
VSL,cối xay gió,1,2867
VSL,cối xay lúa,1,2868
VSL,cốm,1,2869
VSL,cống,1,2870
VSL,cốp xe,1,2871
VSL,cổ,1,2872
VSL,cổ chân,1,2873
VSL,cổ họng,1,2874
VSL,cổ kính,1,2875
VSL,cổ tay,1,2876
VSL,cổ truyền,1,2877
VSL,cổ tích,1,2878
VSL,cổ vũ,1,2879
VSL,cổ áo,1,2880
VSL,cổ đại,1,2881
VSL,cổng,1,2882
VSL,cổng trường,2,2883
VSL,cỗ,1,2884
VSL,cộng (Toán học),3,2885
VSL,cột,1,2886
VSL,cột nhà,1,2887
VSL,cột sống,1,2888
VSL,cột điện,3,2889
VSL,cột đèn,1,2890
VSL,cờ,1,2891
VSL,cờ ca rô,1,2892
VSL,cờ tướng,1,2893
VSL,cờ vua,1,2894
VSL,cởi mở,1,2895
VSL,cởi áo,1,2896
VSL,cụ,1,2897
VSL,cụ già,1,2898
VSL,cụ thể,1,2899
VSL,cụ đồ,1,2900
VSL,cục tẩy,1,2901
VSL,cụm từ,1,2902
VSL,củ cà rốt,1,2903
VSL,củ cải trắng,1,2904
VSL,củ gừng,1,2905
VSL,củ hành tây,1,2906
VSL,củ khoai lang,1,2907
VSL,củ khoai tây,1,2908
VSL,củ nghệ,1,2909
VSL,củ su hào,1,2910
VSL,củ sả,1,2911
VSL,củ tỏi,1,2912
VSL,củ từ,1,2913
VSL,củ đậu,1,2914
VSL,củi,1,2915
VSL,cứu,1,2916
VSL,cứu hộ,1,2917
VSL,cứu sống,1,2918
VSL,cử chỉ điệu bộ,1,2919
VSL,cử động,1,2920
VSL,cửa hàng,3,2921
VSL,cửa khẩu,1,2922
VSL,cửa kính,1,2923
VSL,cửa sổ,1,2924
VSL,cực khổ,1,2925
VSL,d,1,2926
VSL,da ngăm (nước da ngăm đen),3,2927
VSL,da trắng,3,2928
VSL,dai,1,2929
VSL,danh bạ,1,2930
VSL,danh dự,1,2931
VSL,danh hiệu,1,2932
VSL,danh lam thắng cảnh,1,2933
VSL,danh mục,1,2934
VSL,danh nhân,1,2935
VSL,danh sách,1,2936
VSL,danh từ,1,2937
VSL,danh từ riêng,1,2938
VSL,dao,1,2939
VSL,di chuyển,1,2940
VSL,di truyền,3,2941
VSL,diêm,1,2942
VSL,diều,1,2943
VSL,diễn thuyết,1,2944
VSL,diện tích,1,2945
VSL,diện tích toàn phần,1,2946
VSL,diện tích xung quanh,1,2947
VSL,diệt chủng,1,2948
VSL,doanh nghiệp,1,2949
VSL,doanh trại,1,2950
VSL,du học,1,2951
VSL,du thuyền,1,2952
VSL,dung tích,1,2953
VSL,duy nhất,1,2954
VSL,duyên dáng,1,2955
VSL,duyệt binh,1,2956
VSL,dài,1,2957
VSL,dài hơn,1,2958
VSL,dài hạn,1,2959
VSL,dài nhất,1,2960
VSL,dàn bài,1,2961
VSL,dàn nhạc,1,2962
VSL,dám làm,3,2963
VSL,dán,1,2964
VSL,dân ca,1,2965
VSL,dân chài,1,2966
VSL,dân chủ,1,2967
VSL,dân số,1,2968
VSL,dân tộc,3,2969
VSL,dân tộc Chăm,1,2970
VSL,dân tộc Khơ me,1,2971
VSL,dân tộc Mông,1,2972
VSL,dân tộc Mường,1,2973
VSL,dân tộc Thái,1,2974
VSL,dân tộc thiểu số,3,2975
VSL,dây buộc tóc,1,2976
VSL,dây chun,1,2977
VSL,dây thần kinh,1,2978
VSL,dây thừng,1,2979
VSL,dây xích,1,2980
VSL,dây điện,3,2981
VSL,dãy nhà,1,2982
VSL,dãy núi,1,2983
VSL,dãy núi Hoàng Liên Sơn,1,2984
VSL,dãy số,1,2985
VSL,dãy số liệu,1,2986
VSL,dép quai hậu,3,2987
VSL,dê con,1,2988
VSL,dê mẹ,1,2989
VSL,dòng chữ,1,2990
VSL,dòng họ,1,2991
VSL,dòng sông,1,2992
VSL,dòng sông chảy,1,2993
VSL,dũng cảm,1,2994
VSL,dạy,1,2995
VSL,dải phân cách,1,2996
VSL,dấu bằng,1,2997
VSL,dấu chia,1,2998
VSL,dấu chấm,1,2999
VSL,dấu chấm hỏi,1,3000
VSL,dấu chấm than,1,3001
VSL,dấu gạch ngang,1,3002
VSL,dấu hai chấm,1,3003
VSL,dấu huyền,3,3004
VSL,dấu hỏi,3,3005
VSL,dấu ngoặc đơn,1,3006
VSL,dấu ngã,3,3007
VSL,dấu nhân,1,3008
VSL,dấu nặng,1,3009
VSL,dấu phẩy,1,3010
VSL,dấu sắc,3,3011
VSL,dầu gội đầu,1,3012
VSL,dầu hoả,1,3013
VSL,dầu khí,1,3014
VSL,dầu mỏ,1,3015
VSL,dầu ăn,1,3016
VSL,dẫn chương trình,1,3017
VSL,dẫn chứng,1,3018
VSL,dập,1,3019
VSL,dắt,1,3020
VSL,dặn dò,1,3021
VSL,dẻo,1,3022
VSL,dễ chịu,1,3023
VSL,dễ thương,1,3024
VSL,dệt,1,3025
VSL,dịch vụ,3,3026
VSL,dịu dàng,1,3027
VSL,dọc,1,3028
VSL,dốc,1,3029
VSL,dốt,1,3030
VSL,dỗi,3,3031
VSL,dụng cụ,1,3032
VSL,dừng lại,1,3033
VSL,dự trữ,1,3034
VSL,dự án,1,3035
VSL,dựng phim,1,3036
VSL,e,1,3037
VSL,e thẹn,3,3038
VSL,em dâu,1,3039
VSL,em gái,1,3040
VSL,em họ,3,3041
VSL,em rể,3,3042
VSL,em trai,3,3043
VSL,em út,1,3044
VSL,email,1,3045
VSL,f,1,3046
VSL,g,2,3047
VSL,ga tàu,3,3048
VSL,gai,1,3049
VSL,gan,1,3050
VSL,gan dạ,1,3051
VSL,gan lì,1,3052
VSL,gang tay,1,3053
VSL,ghen tị,3,3054
VSL,ghi chép,1,3055
VSL,ghi chú,1,3056
VSL,ghi hình,1,3057
VSL,ghi nhớ,1,3058
VSL,ghé thăm,1,3059
VSL,ghép hình,1,3060
VSL,giai đoạn,1,3061
VSL,gian dối,1,3062
VSL,gian khổ,1,3063
VSL,gian lận,1,3064
VSL,giao hoán,1,3065
VSL,giao hàng,1,3066
VSL,giao lưu,1,3067
VSL,giao thông,2,3068
VSL,giao thừa,1,3069
VSL,giao tiếp,3,3070
VSL,gieo xúc xắc,1,3071
VSL,giàn khoan,1,3072
VSL,giàn mướp,1,3073
VSL,giàn nho,1,3074
VSL,giàu có,1,3075
VSL,giá sách,1,3076
VSL,giá trị,3,3077
VSL,giá trị phần trăm,3,3078
VSL,giá trị tuyệt đối,1,3079
VSL,giám khảo,1,3080
VSL,giám sát,2,3081
VSL,giám đốc,1,3082
VSL,gián tiếp,3,3083
VSL,giáo dục,1,3084
VSL,giáo sĩ,1,3085
VSL,giã,1,3086
VSL,giãn cách xã hội,1,3087
VSL,gió Lào,1,3088
VSL,giông bão,1,3089
VSL,giúp đỡ,3,3090
VSL,giơ tay,1,3091
VSL,giường,1,3092
VSL,giả bộ (giống giả vờ),1,3093
VSL,giả mạo,1,3094
VSL,giả sử,1,3095
VSL,giải lao,1,3096
VSL,giải quyết,1,3097
VSL,giải thích,1,3098
VSL,giải vô địch,1,3099
VSL,giảm,1,3100
VSL,giấc ngủ,1,3101
VSL,giấy,3,3102
VSL,giấy màu,3,3103
VSL,giấy nháp,3,3104
VSL,giấy tờ,1,3105
VSL,giấy ăn,3,3106
VSL,giầy ba ta,1,3107
VSL,giầy dép,1,3108
VSL,giầy thể thao,1,3109
VSL,giẫm,1,3110
VSL,giận dỗi,1,3111
VSL,giận dữ,1,3112
VSL,giật mình,1,3113
VSL,giẻ lau,1,3114
VSL,giếng nước,1,3115
VSL,giết,1,3116
VSL,giọng ca,1,3117
VSL,giọng nói,1,3118
VSL,giỏi,1,3119
VSL,giống nhau,1,3120
VSL,giỗ,1,3121
VSL,giới hạn,1,3122
VSL,giới thiệu,1,3123
VSL,giữ nguyên,1,3124
VSL,gà mái,1,3125
VSL,gà nướng lu,1,3126
VSL,gà rừng,1,3127
VSL,gà trống,1,3128
VSL,gà tây,1,3129
VSL,gánh,1,3130
VSL,gáy,1,3131
VSL,gãi đầu gãi tai,1,3132
VSL,gãy chân,1,3133
VSL,gãy tay,1,3134
VSL,góc bẹt,1,3135
VSL,góc bếp,1,3136
VSL,góc học tập,1,3137
VSL,góc nhọn,1,3138
VSL,góc tù,1,3139
VSL,góc vuông,1,3140
VSL,góc vườn,1,3141
VSL,gói,1,3142
VSL,gói (đgt),1,3143
VSL,góp tiền,1,3144
VSL,góp ý,1,3145
VSL,gù lưng,1,3146
VSL,găng tay,1,3147
VSL,gương,1,3148
VSL,gương mẫu,1,3149
VSL,gương mặt,1,3150
VSL,gạo,3,3151
VSL,gạo nếp,1,3152
VSL,gấp ba,1,3153
VSL,gấp giấy,1,3154
VSL,gấp quần áo,1,3155
VSL,gấp đôi,1,3156
VSL,gần gũi,1,3157
VSL,gầy (miền Nam_ ốm),3,3158
VSL,gật gù,1,3159
VSL,gật đầu,1,3160
VSL,gậy của người già,1,3161
VSL,gắn bó,1,3162
VSL,gắp thức ăn,1,3163
VSL,gặm cỏ,1,3164
VSL,gặm xương (con chó gặm xương),1,3165
VSL,gặp gỡ,1,3166
VSL,gặt lúa,1,3167
